69.175.126.170 - - [30/Jan/2013:00:41:08 -0600] "GET / HTTP/1.0" 200 11424
144.124.25.241 - - [30/Jan/2013:10:29:56 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 404 1015
144.124.25.241 - - [30/Jan/2013:10:30:05 -0600] "GET / HTTP/1.1" 200 11444
144.124.25.241 - admin [30/Jan/2013:10:30:06 -0600] "GET /manager/html HTTP/1.1" 200 27512
144.124.25.241 - admin [30/Jan/2013:10:30:16 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=418379C6A8CD02EDB1FA1F017A7FF725 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:10:30:24 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1448
144.124.25.241 - - [30/Jan/2013:10:30:24 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:30:26 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1509
144.124.25.241 - - [30/Jan/2013:10:30:40 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 -
144.124.25.241 - - [30/Jan/2013:10:40:03 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1448
144.124.25.241 - - [30/Jan/2013:10:40:03 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:10:40:03 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:40:32 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1509
144.124.25.241 - - [30/Jan/2013:10:40:32 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:40:59 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 -
144.124.25.241 - - [30/Jan/2013:10:42:22 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1450
144.124.25.241 - - [30/Jan/2013:10:42:22 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:10:42:22 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:43:30 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1450
144.124.25.241 - - [30/Jan/2013:10:43:30 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:10:43:54 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 -
87.216.172.95 - - [30/Jan/2013:10:44:21 -0600] "GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1" 404 1033
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 404 1007
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1" 404 1033
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /w00tw00t.at.blackhats.romanian.anti-sec:) HTTP/1.1" 404 1033
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /phpmyadmin/scripts/setup.php HTTP/1.1" 404 1007
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 404 1007
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 404 1007
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /admin/scripts/setup.php HTTP/1.1" 404 997
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /phpmyadmin/scripts/setup.php HTTP/1.1" 404 1007
87.216.172.95 - - [30/Jan/2013:10:44:22 -0600] "GET /phpmyadmin/scripts/setup.php HTTP/1.1" 404 1007
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /pma/scripts/setup.php HTTP/1.1" 404 993
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /admin/scripts/setup.php HTTP/1.1" 404 997
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /admin/scripts/setup.php HTTP/1.1" 404 997
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /mysql/scripts/setup.php HTTP/1.1" 404 997
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /pma/scripts/setup.php HTTP/1.1" 404 993
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /pma/scripts/setup.php HTTP/1.1" 404 993
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /mysql/scripts/setup.php HTTP/1.1" 404 997
87.216.172.95 - - [30/Jan/2013:10:44:23 -0600] "GET /mysql/scripts/setup.php HTTP/1.1" 404 997
144.124.25.241 - - [30/Jan/2013:10:46:53 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1448
144.124.25.241 - - [30/Jan/2013:10:46:53 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:10:46:53 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:47:03 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 -
144.124.25.241 - - [30/Jan/2013:10:47:45 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1448
144.124.25.241 - - [30/Jan/2013:10:47:45 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:47:53 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 -
144.124.25.241 - - [30/Jan/2013:10:53:21 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:10:53:21 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:10:53:21 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:53:27 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 -
144.124.25.241 - - [30/Jan/2013:10:53:33 -0600] "GET /test_nathan/Registration_servlet HTTP/1.1" 200 -
144.124.25.241 - admin [30/Jan/2013:10:53:45 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=9CFC3316670607591529C9EFC1385E45 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:10:53:54 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:10:53:54 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:10:54:00 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1596
144.124.25.241 - - [30/Jan/2013:10:54:01 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.140.148 - - [30/Jan/2013:11:03:57 -0600] "POST /monstermashnew/web/registration.jsp HTTP/1.1" 500 3068
144.124.25.241 - admin [30/Jan/2013:11:07:59 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=03DA525EB0F278E9E5B0559784330682 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:08:05 -0600] "GET /test_nathan/ HTTP/1.1" 200 1553
144.124.25.241 - - [30/Jan/2013:11:08:05 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:11:08:05 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:08:09 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:08:09 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:08:13 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 500 1428
144.124.25.241 - admin [30/Jan/2013:11:15:17 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=B5983DCF82F6CA80739E70A1BA464320 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:15:26 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:15:26 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:11:15:27 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:15:32 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 500 1428
144.124.246.121 - - [30/Jan/2013:11:20:19 -0600] "GET / HTTP/1.1" 200 11444
144.124.246.121 - - [30/Jan/2013:11:20:20 -0600] "GET /tomcat.css HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:20:20 -0600] "GET /tomcat.png HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:20:20 -0600] "GET /bg-nav.png HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:20:20 -0600] "GET /asf-logo.png HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:20:20 -0600] "GET /bg-upper.png HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:20:20 -0600] "GET /bg-button.png HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:20:20 -0600] "GET /bg-middle.png HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:20:22 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.246.121 - - [30/Jan/2013:11:20:25 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.246.121 - - [30/Jan/2013:11:20:37 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.246.121 - - [30/Jan/2013:11:20:42 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.246.121 - - [30/Jan/2013:11:21:24 -0600] "GET / HTTP/1.1" 200 11444
144.124.246.121 - - [30/Jan/2013:11:21:24 -0600] "GET /tomcat.css HTTP/1.1" 200 5926
144.124.246.121 - - [30/Jan/2013:11:21:24 -0600] "GET /tomcat.png HTTP/1.1" 200 5103
144.124.246.121 - - [30/Jan/2013:11:21:25 -0600] "GET /bg-nav.png HTTP/1.1" 200 1401
144.124.25.241 - admin [30/Jan/2013:11:21:25 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=73EA0DA90F7F7308482DB4FC7D397BCC HTTP/1.1" 200 27566
144.124.246.121 - - [30/Jan/2013:11:21:25 -0600] "GET /bg-upper.png HTTP/1.1" 200 3103
144.124.246.121 - - [30/Jan/2013:11:21:25 -0600] "GET /bg-button.png HTTP/1.1" 200 713
144.124.246.121 - - [30/Jan/2013:11:21:25 -0600] "GET /bg-middle.png HTTP/1.1" 200 1918
144.124.246.121 - - [30/Jan/2013:11:21:25 -0600] "GET /asf-logo.png HTTP/1.1" 200 17811
144.124.246.121 - - [30/Jan/2013:11:21:27 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.25.241 - - [30/Jan/2013:11:21:30 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:21:30 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
144.124.25.241 - - [30/Jan/2013:11:21:30 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:21:30 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.25.241 - - [30/Jan/2013:11:21:35 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 500 1428
144.124.246.121 - - [30/Jan/2013:11:22:12 -0600] "GET /manager/status HTTP/1.1" 401 2550
144.124.246.121 - - [30/Jan/2013:11:22:33 -0600] "GET /tomcat.css HTTP/1.1" 200 5926
144.124.246.121 - - [30/Jan/2013:11:22:33 -0600] "GET /tomcat.png HTTP/1.1" 200 5103
144.124.246.121 - - [30/Jan/2013:11:22:34 -0600] "GET / HTTP/1.1" 200 11444
144.124.246.121 - - [30/Jan/2013:11:22:34 -0600] "GET /bg-nav.png HTTP/1.1" 200 1401
144.124.246.121 - - [30/Jan/2013:11:22:34 -0600] "GET /favicon.ico HTTP/1.1" 200 21630
144.124.246.121 - - [30/Jan/2013:11:22:34 -0600] "GET /bg-upper.png HTTP/1.1" 200 3103
144.124.246.121 - - [30/Jan/2013:11:22:34 -0600] "GET /bg-button.png HTTP/1.1" 200 713
144.124.246.121 - - [30/Jan/2013:11:22:34 -0600] "GET /bg-middle.png HTTP/1.1" 200 1918
144.124.246.121 - - [30/Jan/2013:11:22:34 -0600] "GET /asf-logo.png HTTP/1.1" 200 17811
144.124.246.121 - - [30/Jan/2013:11:22:35 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.246.121 - - [30/Jan/2013:11:22:39 -0600] "GET /manager/html HTTP/1.1" 401 2550
144.124.246.121 - admin [30/Jan/2013:11:22:48 -0600] "GET /manager/images/asf-logo.gif HTTP/1.1" 200 7279
144.124.246.121 - admin [30/Jan/2013:11:22:48 -0600] "GET /manager/images/tomcat.gif HTTP/1.1" 200 2066
144.124.246.121 - admin [30/Jan/2013:11:22:48 -0600] "GET /manager/html HTTP/1.1" 200 27512
144.124.246.121 - - [30/Jan/2013:11:24:43 -0600] "GET /docs/manager-howto.html?org.apache.catalina.filters.CSRF_NONCE=8B41C49693F7D63C4AFA13955DFD2600 HTTP/1.1" 200 119861
144.124.246.121 - - [30/Jan/2013:11:24:44 -0600] "GET /docs/images/tomcat.gif HTTP/1.1" 200 2066
144.124.246.121 - - [30/Jan/2013:11:24:44 -0600] "GET /docs/images/asf-logo.gif HTTP/1.1" 200 7279
144.124.246.121 - - [30/Jan/2013:11:24:44 -0600] "GET /docs/images/void.gif HTTP/1.1" 200 43
144.124.246.121 - - [30/Jan/2013:11:24:48 -0600] "GET /docs/deployer-howto.html HTTP/1.1" 200 25068
144.124.25.241 - admin [30/Jan/2013:11:27:40 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=41835B3F9A90875894DA85E3067D2A26 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:27:45 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:27:45 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:27:54 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1596
144.124.25.241 - - [30/Jan/2013:11:27:54 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:29:59 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:29:59 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:30:04 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1596
144.124.25.241 - - [30/Jan/2013:11:30:24 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1576
144.124.25.241 - - [30/Jan/2013:11:30:31 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1576
144.124.25.241 - - [30/Jan/2013:11:30:44 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 5186
144.124.25.241 - - [30/Jan/2013:11:30:44 -0600] "GET /test_nathan/Graphics/1.gif HTTP/1.1" 200 256
144.124.25.241 - - [30/Jan/2013:11:30:44 -0600] "GET /test_nathan/person2.jpg HTTP/1.1" 404 997
144.124.25.241 - - [30/Jan/2013:11:30:44 -0600] "GET /test_nathan/person1.jpg HTTP/1.1" 404 997
144.124.25.241 - - [30/Jan/2013:11:30:48 -0600] "GET /test_nathan/Graphics/2.gif HTTP/1.1" 200 256
144.124.25.241 - - [30/Jan/2013:11:30:58 -0600] "GET /test_nathan/logout.jsp HTTP/1.1" 500 3068
144.124.25.241 - - [30/Jan/2013:11:31:05 -0600] "GET /test_nathan/person2.jpg HTTP/1.1" 404 997
144.124.25.241 - - [30/Jan/2013:11:31:05 -0600] "GET /test_nathan/person1.jpg HTTP/1.1" 404 997
144.124.25.241 - - [30/Jan/2013:11:31:08 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - admin [30/Jan/2013:11:33:38 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=30426176EB9DF110B48ACE804E5DC57D HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:33:46 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.25.241 - - [30/Jan/2013:11:33:46 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:34:27 -0600] "GET /stuess_test HTTP/1.1" 302 -
144.124.246.121 - - [30/Jan/2013:11:34:27 -0600] "GET /stuess_test/ HTTP/1.1" 500 3068
144.124.25.241 - admin [30/Jan/2013:11:36:45 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=7C0E650A22C5B0FDD4FB3FC6A4879F0A HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:36:50 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:36:50 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:36:50 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:36:53 -0600] "GET /stuess_test/ HTTP/1.1" 500 3068
144.124.25.241 - - [30/Jan/2013:11:36:54 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.246.121 - - [30/Jan/2013:11:36:56 -0600] "GET /favicon.ico HTTP/1.1" 304 -
144.124.246.121 - - [30/Jan/2013:11:37:17 -0600] "GET /stuess_test HTTP/1.1" 302 -
144.124.246.121 - - [30/Jan/2013:11:37:18 -0600] "GET /stuess_test/ HTTP/1.1" 500 3068
144.124.246.121 - - [30/Jan/2013:11:38:31 -0600] "GET /stuess_test/ HTTP/1.1" 500 3068
144.124.246.121 - - [30/Jan/2013:11:38:39 -0600] "GET /stuess_test/ HTTP/1.1" 500 3068
144.124.25.241 - admin [30/Jan/2013:11:38:56 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=EEBF79CA091FC78BF2A0CDF4813E3732 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:38:59 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:39:00 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:39:08 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.246.121 - - [30/Jan/2013:11:39:25 -0600] "GET /stuess_test/ HTTP/1.1" 500 5001
144.124.246.121 - - [30/Jan/2013:11:40:11 -0600] "GET /stuess_test/ HTTP/1.1" 500 5106
144.124.25.241 - admin [30/Jan/2013:11:40:26 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=DF58328E1BA2114ACF2D84005561FA3E HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:40:29 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:40:35 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.25.241 - - [30/Jan/2013:11:43:43 -0600] "GET /nathan_test/Authentication.jsp HTTP/1.1" 200 263
144.124.25.241 - - [30/Jan/2013:11:43:48 -0600] "POST /nathan_test/Authentication HTTP/1.1" 200 26
144.124.25.241 - admin [30/Jan/2013:11:45:33 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=6AB9585B395360D83EC5CE7D2A61353B HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:45:36 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:45:36 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:45:36 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:45:42 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 500 1606
2.100.164.125 - - [30/Jan/2013:11:47:22 -0600] "GET /monstermashnew/ HTTP/1.1" 404 981
62.24.222.132 - - [30/Jan/2013:11:47:53 -0600] "GET /robots.txt HTTP/1.0" 404 971
62.24.222.132 - - [30/Jan/2013:11:47:53 -0600] "GET /monstermashnew/ HTTP/1.0" 404 981
144.124.25.241 - admin [30/Jan/2013:11:50:11 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=90AF6CDE867DF71DD5270B121AE58D6B HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:50:17 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:50:17 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:50:22 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 500 1428
144.124.25.241 - admin [30/Jan/2013:11:51:57 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=7ADCB663C3DAE866EA134F2DFAC50605 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:52:02 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:52:08 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 500 1493
144.124.25.241 - admin [30/Jan/2013:11:53:00 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=8062FD94B0669F6A350FCD86423B3B19 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:53:06 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:53:12 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 500 1493
144.124.25.241 - admin [30/Jan/2013:11:56:49 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=097623CFAD7482D265E39C6ACA978951 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:56:55 -0600] "GET /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:56:56 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:11:57:01 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.25.241 - - [30/Jan/2013:11:57:02 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - admin [30/Jan/2013:11:58:15 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=F7D1863B53F64D9252F54465D9FFEAF8 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:11:58:19 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:11:58:24 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.25.241 - admin [30/Jan/2013:12:00:24 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=60E3B448731EDF81E9C8555F0236C320 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:00:28 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:12:00:33 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.25.241 - - [30/Jan/2013:12:01:07 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 500 1592
144.124.25.241 - admin [30/Jan/2013:12:04:19 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=D4283DD09254231B7DEA04ED94BA0FE8 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:04:30 -0600] "GET /test_nathan/ HTTP/1.1" 200 1552
144.124.25.241 - - [30/Jan/2013:12:04:30 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:12:04:37 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
144.124.25.241 - - [30/Jan/2013:12:04:43 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1595
144.124.25.241 - - [30/Jan/2013:12:04:51 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 500 1405
144.124.25.241 - admin [30/Jan/2013:12:06:29 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=BC4064B899DD2CD909948A57B7D85FD3 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:06:34 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 500 1405
144.124.25.241 - admin [30/Jan/2013:12:07:13 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=5A67F8ABE9F05D048D9167B752F38416 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:07:20 -0600] "GET /test_nathan/ HTTP/1.1" 200 1552
144.124.25.241 - - [30/Jan/2013:12:07:26 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 500 1405
144.124.25.241 - admin [30/Jan/2013:12:08:52 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=3729709D95B83C5C5D918CFD7FBEC79D HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:08:57 -0600] "GET /test_nathan/ HTTP/1.1" 200 1552
144.124.25.241 - - [30/Jan/2013:12:08:57 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:12:09:22 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - - [30/Jan/2013:12:09:37 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - - [30/Jan/2013:12:10:20 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - admin [30/Jan/2013:12:12:46 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=446DFA66325660EBEF15FA932F4B12B8 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:12:59 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - admin [30/Jan/2013:12:17:29 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=6DF6D0AACF547BC0C885EC0B9DC0101B HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:17:44 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 500 1405
